id	title	description	link	image_link	additional_image_link	price	sale_price	sale_price_effective_date	expiration_date	availability	shipping_weight	brand	condition	product_type	google_product_category	mpn
94	LorAnn Flavor Fountain - Cake Batter	LorAnn's exclusive line of flavorings specially formulated for shakes and smoothies.	http://www.hackleyhealthmanagement.com/flavor-fountain-flavorings?utm_source=google_shopping&utm_medium=feed&150=23	http://www.hackleyhealthmanagement.com/media/catalog/product/0/9/0917-0500_1.jpg	 	2.99 USD	 	 	2014-08-17	in stock	0.1500 lb	lorann	new	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	fountain-cake-batter
93	LorAnn Flavor Fountain - Butter Pecan	LorAnn's exclusive line of flavorings specially formulated for shakes and smoothies.	http://www.hackleyhealthmanagement.com/flavor-fountain-flavorings?utm_source=google_shopping&utm_medium=feed&150=22	http://www.hackleyhealthmanagement.com/media/catalog/product/0/9/0915-0500_1.jpg	 	2.99 USD	 	 	2014-08-17	in stock	0.1500 lb	lorann	new	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	fountain-butter-pecan
151	LorAnn Flavor Fountain - New York Cheesecake	LorAnn's exclusive line of flavorings specially formulated for shakes and smoothies.	http://www.hackleyhealthmanagement.com/flavor-fountain-flavorings?utm_source=google_shopping&utm_medium=feed&150=84	http://www.hackleyhealthmanagement.com/media/catalog/product/1/7/1777-0500_1_new_york_cheesecake_flavor_fountain.jpg	 	2.99 USD	 	 	2014-08-17	in stock	0.1500 lb	lorann	new	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	fountain-new-york-cheesecake
152	LorAnn Flavor Fountain - Banana Royale	LorAnn's exclusive line of flavorings specially formulated for shakes and smoothies.	http://www.hackleyhealthmanagement.com/flavor-fountain-flavorings?utm_source=google_shopping&utm_medium=feed&150=83	http://www.hackleyhealthmanagement.com/media/catalog/product/f/l/flavor-fountain-image.jpg	 	2.99 USD	 	 	2014-08-17	in stock	0.1500 lb	lorann	new	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	fountain-banana-royale
153	LorAnn Flavor Fountain - Peanut Butter	LorAnn's exclusive line of flavorings specially formulated for shakes and smoothies.	http://www.hackleyhealthmanagement.com/flavor-fountain-flavorings?utm_source=google_shopping&utm_medium=feed&150=82	http://www.hackleyhealthmanagement.com/media/catalog/product/1/7/1780-0500_1_peanut_butter_flavor_fountain.jpg	 	2.99 USD	 	 	2014-08-17	in stock	0.1500 lb	lorann	new	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	fountain-peanut-butter
154	LorAnn Flavor Fountain - Blueberry Delight	LorAnn's exclusive line of flavorings specially formulated for shakes and smoothies.	http://www.hackleyhealthmanagement.com/flavor-fountain-flavorings?utm_source=google_shopping&utm_medium=feed&150=81	http://www.hackleyhealthmanagement.com/media/catalog/product/1/7/1720-0500_1_blueberry_delight_flavor_fountain.jpg	 	2.99 USD	 	 	2014-08-17	in stock	0.1500 lb	lorann	new	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	fountain-blueberry-delight
155	LorAnn Flavor Fountain - Salted Caramel	LorAnn's exclusive line of flavorings specially formulated for shakes and smoothies.	http://www.hackleyhealthmanagement.com/flavor-fountain-flavorings?utm_source=google_shopping&utm_medium=feed&150=80	http://www.hackleyhealthmanagement.com/media/catalog/product/1/7/1794-0500_1_salted_caramel_flavor_fountain.jpg	 	2.99 USD	 	 	2014-08-17	in stock	0.1500 lb	lorann	new	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	fountain-salted-caramel
110	HMR BeneFit Bars - Peanut Butter	Box of 24 HMR Peanut Butter BeneFit Bars Just because you’re watching your weight doesn’t mean you can’t satisfy you sweet tooth.	http://www.hackleyhealthmanagement.com/hmr-benefit-bars-peanut-butter?utm_source=google_shopping&utm_medium=feed	http://www.hackleyhealthmanagement.com/media/catalog/product/p/e/peanutbutter_wrapper.jpg	http://www.hackleyhealthmanagement.com/media/catalog/product/p/e/peanutbutter_barstacked.jpg,http://www.hackleyhealthmanagement.com/media/catalog/product/p/e/peanutbutter_bar.jpg	30.00 USD	 	 	2014-08-17	in stock	3.0000 lb	health management resources	new	Health & Beauty > Health Care > Fitness & Nutrition > Nutrition Bars	Health & Beauty > Health Care > Fitness & Nutrition > Nutrition Bars	bars-pb
111	HMR Multigrain Cereal	HOT HMR&reg; Multigrain Cereal A deliciously hearty blend of oats, wheat, and corn, plus tangy currants and cranberries, chewy bits of apple, and just a hint of cinnamon in each generous serving. Ingredients	http://www.hackleyhealthmanagement.com/hmr-multigrain-cereal?utm_source=google_shopping&utm_medium=feed	http://www.hackleyhealthmanagement.com/media/catalog/product/h/m/hmr-cereal-1.jpg	http://www.hackleyhealthmanagement.com/media/catalog/product/h/m/hmr-cereal-2.jpg,http://www.hackleyhealthmanagement.com/media/catalog/product/h/m/hmr-cereal-3.jpg,http://www.hackleyhealthmanagement.com/media/catalog/product/h/m/hmr-cereal-4.jpg,http://www.hackleyhealthmanagement.com/media/catalog/product/h/m/hmr-cereal-5.jpg	40.50 USD	 	 	2014-08-17	in stock	2.9000 lb	health management resources	new	Health & Beauty > Health Care > Fitness & Nutrition	Health & Beauty > Health Care > Fitness & Nutrition	multigrain-cereal
112	HMR 500 Chicken Soup	HMR® 500 Chicken Soup - a great way to cut more calories from your diet and add variety at the same time. Ingredients	http://www.hackleyhealthmanagement.com/hmr-500-chicken-soup?utm_source=google_shopping&utm_medium=feed	http://www.hackleyhealthmanagement.com/media/catalog/product/h/m/hmr-500-soup-1.jpg	http://www.hackleyhealthmanagement.com/media/catalog/product/h/m/hmr-500-soup-2.jpg,http://www.hackleyhealthmanagement.com/media/catalog/product/h/m/hmr-500-soup-3.jpg,http://www.hackleyhealthmanagement.com/media/catalog/product/h/m/hmr-500-soup-4.jpg	38.50 USD	 	 	2014-08-17	in stock	1.4000 lb	health management resources	new	Health & Beauty > Health Care > Fitness & Nutrition	Health & Beauty > Health Care > Fitness & Nutrition	Soup-500
125	HMR Healthy Solutions Variety Pack	Not sure what to try first? Choose our variety pack and receive nutritional HMR Shakes, HMR entrees, HMR Soup, HMR Multi-Grain Cereal, BeneFit bars, and a bonus Healthy Solutions Guideline in one easy order. Add some fruits and vegetables to create some fun and interesting recipes.	http://www.hackleyhealthmanagement.com/kit-hs-variety?utm_source=google_shopping&utm_medium=feed	http://www.hackleyhealthmanagement.com/media/catalog/product/h/s/hs-variety-pack_1.png	 	107.00 USD	 	 	2014-08-17	in stock	10.0000 lb	health management resources	new	Health & Beauty > Health Care > Fitness & Nutrition	Health & Beauty > Health Care > Fitness & Nutrition	kit-hs-variety
126	Omron HJ-321 Tri Axis Pedometer - Black	An accurate Omron Pedometer, like the HJ-321, is a partner that motivates you to take those extra steps toward better health and increased energy. Just wear it on your hip or place it in your bag or pocket. It accurately counts every step, using Omron’s renowned accelerometer technology.	http://www.hackleyhealthmanagement.com/ped-hj-321?utm_source=google_shopping&utm_medium=feed	http://www.hackleyhealthmanagement.com/media/catalog/product/h/j/hj321-lg.png	 	27.00 USD	 	 	2014-08-17	in stock	0.1000 lb	omron	new	Health & Beauty > Health Care > Fitness & Nutrition	Health & Beauty > Health Care > Fitness & Nutrition	ped-hj-321
127	Omron HJ-320 Tri Axis Pedometer - White	Increasing your activity level is a great way to improve your health and reduce stress, and every step counts. The Omron HJ-320 is an accurate, simple and easy-to-use motivational tool.	http://www.hackleyhealthmanagement.com/ped-hj-346?utm_source=google_shopping&utm_medium=feed	http://www.hackleyhealthmanagement.com/media/catalog/product/h/j/hj320-lg.png	 	23.00 USD	 	 	2014-08-17	in stock	0.1000 lb	omron	new	Health & Beauty > Health Care > Fitness & Nutrition	Health & Beauty > Health Care > Fitness & Nutrition	ped-hj-320
137	HMR BeneFit Bars - Sampler Box	Box of 24 HMR BeneFit Bars - Sampler Box - includes 6 of each flavor. Just because you’re watching your weight doesn’t mean you can’t satisfy you sweet tooth.	http://www.hackleyhealthmanagement.com/hmr-benefit-bars-sample-box?utm_source=google_shopping&utm_medium=feed	http://www.hackleyhealthmanagement.com/media/catalog/product/b/a/bars_wrapper_hhm.jpg	http://www.hackleyhealthmanagement.com/media/catalog/product/b/a/bars_stack_hhm.jpg,http://www.hackleyhealthmanagement.com/media/catalog/product/p/e/peanutbutter_wrapper_3.jpg,http://www.hackleyhealthmanagement.com/media/catalog/product/h/o/honeygraham_wrapper_2.jpg,http://www.hackleyhealthmanagement.com/media/catalog/product/c/h/chocolatechocolatebar_wrapper_2.jpg,http://www.hackleyhealthmanagement.com/media/catalog/product/b/l/blueberrybar_wrapper_2.jpg	30.00 USD	 	 	2014-08-17	in stock	3.0000 lb	health management resources	new	Health & Beauty > Health Care > Fitness & Nutrition > Nutrition Bars	Health & Beauty > Health Care > Fitness & Nutrition > Nutrition Bars	bars-sampler
139	Blender Bottle Sling - Camo	BlenderBottle Sling Keep your shakes and drinks cold while your on the move. These handy insulated slings, made from durable neoprene, bring added style, portability, and functionality to the BlenderBottle line. *Fits 28 oz. SportMixer Blender Bottle	http://www.hackleyhealthmanagement.com/sling-assorted?utm_source=google_shopping&utm_medium=feed&92=75	http://www.hackleyhealthmanagement.com/media/catalog/product/b/b/bbis_28_camo.jpg	 	5.49 USD	 	 	2014-08-17	in stock	0.2000 lb	blender bottle	new	Health & Beauty > Health Care > Fitness & Nutrition	Health & Beauty > Health Care > Fitness & Nutrition	sling-camo
141	Blender Bottle Sling - Blue/Gray	BlenderBottle Sling Keep your shakes and drinks cold while your on the move. These handy insulated slings, made from durable neoprene, bring added style, portability, and functionality to the BlenderBottle line. *Fits 28 oz. SportMixer Blender Bottle	http://www.hackleyhealthmanagement.com/sling-assorted?utm_source=google_shopping&utm_medium=feed&92=9	http://www.hackleyhealthmanagement.com/media/catalog/product/b/b/bbis_28_bk_gy_1_1.jpg	 	5.49 USD	 	 	2014-08-17	in stock	0.2000 lb	blender bottle	new	Health & Beauty > Health Care > Fitness & Nutrition	Health & Beauty > Health Care > Fitness & Nutrition	sling-blue-gray
142	Blender Bottle Sling - Black/Gray	BlenderBottle Sling Keep your shakes and drinks cold while your on the move. These handy insulated slings, made from durable neoprene, bring added style, portability, and functionality to the BlenderBottle line. *Fits 28 oz. SportMixer Blender Bottle	http://www.hackleyhealthmanagement.com/sling-assorted?utm_source=google_shopping&utm_medium=feed&92=78	http://www.hackleyhealthmanagement.com/media/catalog/product/b/b/bbis_28_bk_gy_1_1_2.jpg	 	5.49 USD	 	 	2014-08-17	in stock	0.2000 lb	blender bottle	new	Health & Beauty > Health Care > Fitness & Nutrition	Health & Beauty > Health Care > Fitness & Nutrition	sling-black-gray
143	Blender Bottle Sling - Red	BlenderBottle Sling Keep your shakes and drinks cold while your on the move. These handy insulated slings, made from durable neoprene, bring added style, portability, and functionality to the BlenderBottle line. *Fits 28 oz. SportMixer Blender Bottle	http://www.hackleyhealthmanagement.com/sling-assorted?utm_source=google_shopping&utm_medium=feed&92=19	http://www.hackleyhealthmanagement.com/media/catalog/product/b/b/bbis_28_rd_1_1.jpg	 	5.49 USD	 	 	2014-08-17	in stock	0.2000 lb	blender bottle	new	Health & Beauty > Health Care > Fitness & Nutrition	Health & Beauty > Health Care > Fitness & Nutrition	sling-red
144	Blender Bottle Sling - Black	BlenderBottle Sling Keep your shakes and drinks cold while your on the move. These handy insulated slings, made from durable neoprene, bring added style, portability, and functionality to the BlenderBottle line. *Fits 28 oz. SportMixer Blender Bottle	http://www.hackleyhealthmanagement.com/sling-assorted?utm_source=google_shopping&utm_medium=feed&92=74	http://www.hackleyhealthmanagement.com/media/catalog/product/b/b/bbis_28_bk_2_1.jpg	 	5.49 USD	 	 	2014-08-17	in stock	0.2000 lb	blender bottle	new	Health & Beauty > Health Care > Fitness & Nutrition	Health & Beauty > Health Care > Fitness & Nutrition	sling-black
145	Blender Bottle Sling - Green Stripes	BlenderBottle Sling Keep your shakes and drinks cold while your on the move. These handy insulated slings, made from durable neoprene, bring added style, portability, and functionality to the BlenderBottle line. *Fits 28 oz. SportMixer Blender Bottle	http://www.hackleyhealthmanagement.com/sling-assorted?utm_source=google_shopping&utm_medium=feed&92=76	http://www.hackleyhealthmanagement.com/media/catalog/product/b/b/bbis_28_clstripe_1_1.jpg	 	5.49 USD	 	 	2014-08-17	in stock	0.2000 lb	blender bottle	new	Health & Beauty > Health Care > Fitness & Nutrition	Health & Beauty > Health Care > Fitness & Nutrition	sling-grn-strps
146	Blender Bottle Sling - Pink Stripes	BlenderBottle Sling Keep your shakes and drinks cold while your on the move. These handy insulated slings, made from durable neoprene, bring added style, portability, and functionality to the BlenderBottle line. *Fits 28 oz. SportMixer Blender Bottle	http://www.hackleyhealthmanagement.com/sling-assorted?utm_source=google_shopping&utm_medium=feed&92=77	http://www.hackleyhealthmanagement.com/media/catalog/product/b/b/bbis_28_wmstripe_1.jpg	 	5.49 USD	 	 	2014-08-17	in stock	0.2000 lb	blender bottle	new	Health & Beauty > Health Care > Fitness & Nutrition	Health & Beauty > Health Care > Fitness & Nutrition	sling-pk-strps
149	LorAnn 4-Pack Flavor Fountain - Classic Assortment	Flavor Fountain is a unique line of ready-to-use gourmet flavorings specially created for home-made ice-cream makers, shakes and smoothies.	http://www.hackleyhealthmanagement.com/classic-assortment-flavor-fountain?utm_source=google_shopping&utm_medium=feed	http://www.hackleyhealthmanagement.com/media/catalog/product/0/9/0968-0000_1_classic_mix_fountain_flavor_4_pack_1.jpg	http://www.hackleyhealthmanagement.com/media/catalog/product/0/9/0915-0500_3.jpg,http://www.hackleyhealthmanagement.com/media/catalog/product/0/9/0925-0500_3.jpg,http://www.hackleyhealthmanagement.com/media/catalog/product/0/9/0933-0500_3.jpg,http://www.hackleyhealthmanagement.com/media/catalog/product/0/9/0955-0500_1_3.jpg	11.95 USD	 	 	2014-08-17	in stock	1.0000 lb	lorann	new	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	fvr-ftn-clsc-ast
150	LorAnn 4-Pack Flavor Fountain - Fruity Favorites	Flavor Fountain is a unique line of ready-to-use gourmet flavorings specially created for home-made ice-cream makers, shakes and smoothies.	http://www.hackleyhealthmanagement.com/fruity-favorites-flavor-fountain?utm_source=google_shopping&utm_medium=feed	http://www.hackleyhealthmanagement.com/media/catalog/product/0/9/0962-0000_1_fruity_favorites_fountain_flavor_4_pack.jpg	http://www.hackleyhealthmanagement.com/media/catalog/product/0/9/0935-0500_2.jpg,http://www.hackleyhealthmanagement.com/media/catalog/product/0/9/0955-0500_1_4.jpg,http://www.hackleyhealthmanagement.com/media/catalog/product/0/9/0954-0500_2.jpg,http://www.hackleyhealthmanagement.com/media/catalog/product/0/9/0950-0500_1_2.jpg	11.95 USD	 	 	2014-08-17	in stock	1.0000 lb	lorann	new	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	fvr-ftn-frty-fav
182	Infuse Tumbler Cup With Colored Lid & Straw - Clear/Pink	20 oz. Acrylic double wall tumbler cup with H/C threaded lid and matching straw and infuser for hot or cold beverages.	http://www.hackleyhealthmanagement.com/infuse-tumbler-cup-with-colored-lid-straw-assorted-colors?utm_source=google_shopping&utm_medium=feed&92=17	http://www.hackleyhealthmanagement.com/media/catalog/product/p/i/pink-infuse_1.jpg	 	12.99 USD	 	 	2014-08-17	in stock	0.8000 lb	infuse	new	Health & Beauty > Health Care > Fitness & Nutrition	Health & Beauty > Health Care > Fitness & Nutrition	infuse-pink-water-bottle
183	Infuse Tumbler Cup With Colored Lid & Straw - Clear/Purple	20 oz. Acrylic double wall tumbler cup with H/C threaded lid and matching straw and infuser for hot or cold beverages.	http://www.hackleyhealthmanagement.com/infuse-tumbler-cup-with-colored-lid-straw-assorted-colors?utm_source=google_shopping&utm_medium=feed&92=18	http://www.hackleyhealthmanagement.com/media/catalog/product/p/u/purple-infuse.jpg	 	12.99 USD	 	 	2014-08-17	in stock	0.8000 lb	infuse	new	Health & Beauty > Health Care > Fitness & Nutrition	Health & Beauty > Health Care > Fitness & Nutrition	infuse-purple-water-bottle
185	Infuse Tumbler Cup With Colored Lid & Straw - Clear/Blue	20 oz. Acrylic double wall tumbler cup with H/C threaded lid and matching straw and infuser for hot or cold beverages.	http://www.hackleyhealthmanagement.com/infuse-tumbler-cup-with-colored-lid-straw-assorted-colors?utm_source=google_shopping&utm_medium=feed&92=9	http://www.hackleyhealthmanagement.com/media/catalog/product/n/a/navy-blue-infuse.jpg	 	12.99 USD	 	 	2014-08-17	in stock	0.8000 lb	infuse	new	Health & Beauty > Health Care > Fitness & Nutrition	Health & Beauty > Health Care > Fitness & Nutrition	infuse-blue-water-bottle
186	Infuse Tumbler Cup With Colored Lid & Straw - Clear/Sky Blue	20 oz. Acrylic double wall tumbler cup with H/C threaded lid and matching straw and infuser for hot or cold beverages.	http://www.hackleyhealthmanagement.com/infuse-tumbler-cup-with-colored-lid-straw-assorted-colors?utm_source=google_shopping&utm_medium=feed&92=91	http://www.hackleyhealthmanagement.com/media/catalog/product/b/a/baby-blue-infuse.jpg	 	12.99 USD	 	 	2014-08-17	in stock	0.8000 lb	infuse	new	Health & Beauty > Health Care > Fitness & Nutrition	Health & Beauty > Health Care > Fitness & Nutrition	infuse-skyblue-water-bottle
187	Infuse Tumbler Cup With Colored Lid & Straw - Clear/Orange	20 oz. Acrylic double wall tumbler cup with H/C threaded lid and matching straw and infuser for hot or cold beverages.	http://www.hackleyhealthmanagement.com/infuse-tumbler-cup-with-colored-lid-straw-assorted-colors?utm_source=google_shopping&utm_medium=feed&92=16	http://www.hackleyhealthmanagement.com/media/catalog/product/o/r/orange-infuse.jpg	 	12.99 USD	 	 	2014-08-17	in stock	0.8000 lb	infuse	new	Health & Beauty > Health Care > Fitness & Nutrition	Health & Beauty > Health Care > Fitness & Nutrition	infuse-orange-water-bottle
188	Infuse Tumbler Cup With Colored Lid & Straw - Clear/Red	20 oz. Acrylic double wall tumbler cup with H/C threaded lid and matching straw and infuser for hot or cold beverages.	http://www.hackleyhealthmanagement.com/infuse-tumbler-cup-with-colored-lid-straw-assorted-colors?utm_source=google_shopping&utm_medium=feed&92=19	http://www.hackleyhealthmanagement.com/media/catalog/product/r/e/red-infuse.jpg	 	12.99 USD	 	 	2014-08-17	in stock	0.8000 lb	infuse	new	Health & Beauty > Health Care > Fitness & Nutrition	Health & Beauty > Health Care > Fitness & Nutrition	infuse-red-water-bottle
189	Infuse Tumbler Cup With Colored Lid & Straw - Clear/Green	20 oz. Acrylic double wall tumbler cup with H/C threaded lid and matching straw and infuser for hot or cold beverages.	http://www.hackleyhealthmanagement.com/infuse-tumbler-cup-with-colored-lid-straw-assorted-colors?utm_source=google_shopping&utm_medium=feed&92=15	http://www.hackleyhealthmanagement.com/media/catalog/product/g/r/green-infuse.jpg	 	12.99 USD	 	 	2014-08-17	in stock	0.8000 lb	infuse	new	Health & Beauty > Health Care > Fitness & Nutrition	Health & Beauty > Health Care > Fitness & Nutrition	infuse-green-water-bottle
